  No.   E(hr.)        dos(hr.)         E(eV)          dos(eV)              sum
   3066  -0.55940      0.0000000000    -13.189593      0.0000000000      629.9999999999
   3076  -0.55840      0.0000000000    -13.162381      0.0000000000      629.9999999999
   3086  -0.55740      0.0000000000    -13.135170      0.0000000000      629.9999999999
   3096  -0.55640      0.0000000000    -13.107959      0.0000000000      629.9999999999
   3106  -0.55540      0.0000000000    -13.080747      0.0000000000      629.9999999999
   3116  -0.55440      0.0000000000    -13.053536      0.0000000000      629.9999999999
   3126  -0.55340      0.0000000000    -13.026324      0.0000000000      629.9999999999
   3136  -0.55240      0.0000000000    -12.999113      0.0000000000      629.9999999999
   3146  -0.55140      0.0000000000    -12.971902      0.0000000000      629.9999999999
   3156  -0.55040      0.0000000000    -12.944690      0.0000000000      629.9999999999
   3166  -0.54940      0.0000000000    -12.917479      0.0000000000      629.9999999999
   3176  -0.54840      0.0000000000    -12.890267      0.0000000000      629.9999999999
   3186  -0.54740      0.0000000000    -12.863056      0.0000000000      629.9999999999
   3196  -0.54640      0.0000000000    -12.835845      0.0000000000      629.9999999999
   3206  -0.54540      0.0000000000    -12.808633      0.0000000000      629.9999999999
   3216  -0.54440      0.0000000000    -12.781422      0.0000000000      629.9999999999
   3226  -0.54340      0.0000000000    -12.754210      0.0000000000      629.9999999999
   3236  -0.54240      0.0000000000    -12.726999      0.0000000000      629.9999999999
   3246  -0.54140      0.0000000000    -12.699788      0.0000000000      629.9999999999
   3256  -0.54040      0.0000000000    -12.672576      0.0000000000      629.9999999999
   3266  -0.53940      0.0000000000    -12.645365      0.0000000000      629.9999999999
   3276  -0.53840      0.0000000000    -12.618153      0.0000000000      629.9999999999
   3286  -0.53740      0.0000000000    -12.590942      0.0000000000      629.9999999999
   3296  -0.53640      0.0000000000    -12.563731      0.0000000000      629.9999999999
   3306  -0.53540      0.0000000000    -12.536519      0.0000000000      629.9999999999
   3316  -0.53440      0.0000000000    -12.509308      0.0000000000      629.9999999999
   3326  -0.53340      0.0000000000    -12.482096      0.0000000000      629.9999999999
   3336  -0.53240      0.0000000000    -12.454885      0.0000000000      629.9999999999
   3346  -0.53140      0.0000000000    -12.427674      0.0000000000      629.9999999999
   3356  -0.53040      0.0000000000    -12.400462      0.0000000000      629.9999999999
   3366  -0.52940      0.0000000000    -12.373251      0.0000000000      629.9999999999
   3376  -0.52840      0.0000000000    -12.346039      0.0000000000      629.9999999999
   3386  -0.52740      0.0000000000    -12.318828      0.0000000000      629.9999999999
   3396  -0.52640      0.0000000000    -12.291617      0.0000000000      629.9999999999
   3406  -0.52540      0.0000000000    -12.264405      0.0000000000      629.9999999999
   3416  -0.52440      0.0000000000    -12.237194      0.0000000000      629.9999999999
   3426  -0.52340      0.0000000000    -12.209982      0.0000000000      629.9999999999
   3436  -0.52240      0.0000000000    -12.182771      0.0000000000      629.9999999999
   3446  -0.52140      0.0000000000    -12.155560      0.0000000000      629.9999999999
   3456  -0.52040      0.0000000000    -12.128348      0.0000000000      629.9999999999
   3466  -0.51940      0.0000000000    -12.101137      0.0000000000      629.9999999999
   3476  -0.51840      0.0000000000    -12.073925      0.0000000000      629.9999999999
   3486  -0.51740      0.0000000000    -12.046714      0.0000000000      629.9999999999
   3496  -0.51640      0.0000000000    -12.019503      0.0000000000      629.9999999999
   3506  -0.51540      0.0000000000    -11.992291      0.0000000000      629.9999999999
   3516  -0.51440      0.0000000000    -11.965080      0.0000000000      629.9999999999
   3526  -0.51340      0.0000000000    -11.937868      0.0000000000      629.9999999999
   3536  -0.51240      0.0000000000    -11.910657      0.0000000000      629.9999999999
   3546  -0.51140      0.0000000000    -11.883446      0.0000000000      629.9999999999
   3556  -0.51040      0.0000000000    -11.856234      0.0000000000      629.9999999999
   3566  -0.50940      0.0000000000    -11.829023      0.0000000000      629.9999999999
   3576  -0.50840      0.0000000000    -11.801811      0.0000000000      629.9999999999
   3586  -0.50740      0.0000000000    -11.774600      0.0000000000      629.9999999999
   3596  -0.50640      0.0000000000    -11.747389      0.0000000000      629.9999999999
   3606  -0.50540      0.0000000000    -11.720177      0.0000000000      629.9999999999
   3616  -0.50440      0.0000000000    -11.692966      0.0000000000      629.9999999999
   3626  -0.50340      0.0000000000    -11.665755      0.0000000000      629.9999999999
   3636  -0.50240      0.0000000000    -11.638543      0.0000000000      629.9999999999
   3646  -0.50140      0.0000000000    -11.611332      0.0000000000      629.9999999999
   3656  -0.50040      0.0000000000    -11.584120      0.0000000000      629.9999999999
   3666  -0.49940      0.0000000000    -11.556909      0.0000000000      629.9999999999
   3676  -0.49840      0.0000000000    -11.529698      0.0000000000      629.9999999999
   3686  -0.49740      0.0000000000    -11.502486      0.0000000000      629.9999999999
   3696  -0.49640      0.0000000000    -11.475275      0.0000000000      629.9999999999
   3706  -0.49540      0.0000000000    -11.448063      0.0000000000      629.9999999999
   3716  -0.49440      0.0000000000    -11.420852      0.0000000000      629.9999999999
   3726  -0.49340      0.0000000000    -11.393641      0.0000000000      629.9999999999
   3736  -0.49240      0.0000000000    -11.366429      0.0000000000      629.9999999999
   3746  -0.49140      0.0000000000    -11.339218      0.0000000000      629.9999999999
