  No.   E(hr.)        dos(hr.)         E(eV)          dos(eV)              sum
   3506  -0.51560      0.0000000000    -12.000937      0.0000000000      629.9999999999
   3516  -0.51460      0.0000000000    -11.973726      0.0000000000      629.9999999999
   3526  -0.51360      0.0000000000    -11.946514      0.0000000000      629.9999999999
   3536  -0.51260      0.0000000000    -11.919303      0.0000000000      629.9999999999
   3546  -0.51160      0.0000000000    -11.892091      0.0000000000      629.9999999999
   3556  -0.51060      0.0000000000    -11.864880      0.0000000000      629.9999999999
   3566  -0.50960      0.0000000000    -11.837669      0.0000000000      629.9999999999
   3576  -0.50860      0.0000000000    -11.810457      0.0000000000      629.9999999999
   3586  -0.50760      0.0000000000    -11.783246      0.0000000000      629.9999999999
   3596  -0.50660      0.0000000000    -11.756034      0.0000000000      629.9999999999
   3606  -0.50560      0.0000000000    -11.728823      0.0000000000      629.9999999999
   3616  -0.50460      0.0000000000    -11.701612      0.0000000000      629.9999999999
   3626  -0.50360      0.0000000000    -11.674400      0.0000000000      629.9999999999
   3636  -0.50260      0.0000000000    -11.647189      0.0000000000      629.9999999999
   3646  -0.50160      0.0000000000    -11.619977      0.0000000000      629.9999999999
   3656  -0.50060      0.0000000000    -11.592766      0.0000000000      629.9999999999
   3666  -0.49960      0.0000000000    -11.565555      0.0000000000      629.9999999999
   3676  -0.49860      0.0000000000    -11.538343      0.0000000000      629.9999999999
   3686  -0.49760      0.0000000000    -11.511132      0.0000000000      629.9999999999
   3696  -0.49660      0.0000000000    -11.483920      0.0000000000      629.9999999999
   3706  -0.49560      0.0000000000    -11.456709      0.0000000000      629.9999999999
   3716  -0.49460      0.0000000000    -11.429498      0.0000000000      629.9999999999
   3726  -0.49360      0.0000000000    -11.402286      0.0000000000      629.9999999999
   3736  -0.49260      0.0000000000    -11.375075      0.0000000000      629.9999999999
